Mes_Ano;Data_Baixa;Armazem_Agrupado;Tipo_Armazem;UF;Tipo_Desconexao;Tecnologia;Volume
01/07/2026;14/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;30
01/07/2026;14/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;16
01/07/2026;14/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;6
01/07/2026;14/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;1
01/07/2026;14/07/2026;ALARES TECNICOS;ALARES TECNICOS;RN;voluntaria;OUTROS;6
01/07/2026;14/07/2026;ALARES TECNICOS;ALARES TECNICOS;PB;voluntaria;WIFI 6;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;involuntaria;OUTROS;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;involuntaria;WIFI 5;4
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;involuntaria;WIFI 6;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;OUTROS;7
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;1
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;WIFI 5;6
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;WIFI 6;4
01/07/2026;14/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;MG;involuntaria;WIFI 6;1
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;MG;voluntaria;OUTROS;5
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;OUTROS;2
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 5;5
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 5;11
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;MG;voluntaria;WIFI 5;8
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;MG;voluntaria;WIFI 6;3
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 6;5
01/07/2026;14/07/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 6;2
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;OUTROS;2
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 5;2
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 6;4
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;OUTROS;10
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;12
01/07/2026;14/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 6;3
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;6
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;3
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;OUTROS;8
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;25
01/07/2026;14/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;11
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;3
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;7
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;19
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;2
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;49
01/07/2026;14/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;72
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 6;2
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;IPTV;1
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;OUTROS;12
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 5;34
01/07/2026;14/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 6;40
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;1
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;IPTV;1
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;OUTROS;3
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 5;3
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 6;15
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;IPTV;1
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 5;9
01/07/2026;14/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 6;9
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;OUTROS;1
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 5;5
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;11
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 6;2
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;4
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;OUTROS;11
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;OUTROS;4
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;64
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 5;15
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 6;21
01/07/2026;14/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 6;13
01/07/2026;14/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;OUTROS;1
01/07/2026;14/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;WIFI 5;3
01/07/2026;14/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;WIFI 6;5
01/07/2026;14/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;voluntaria;WIFI 5;1
01/07/2026;14/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;voluntaria;WIFI 6;6
01/07/2026;13/07/2026;ABL;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;13/07/2026;ABL;TERCEIROS COLETA;CE;involuntaria;OUTROS;1
01/07/2026;13/07/2026;ABL;TERCEIROS COLETA;CE;involuntaria;WIFI 6;1
01/07/2026;13/07/2026;ABL;TERCEIROS COLETA;CE;voluntaria;WIFI 5;7
01/07/2026;13/07/2026;ABL;TERCEIROS COLETA;CE;voluntaria;WIFI 6;4
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;WIFI 5;3
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;WIFI 6;2
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;IPTV;2
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;IPTV;7
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;OUTROS;8
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;5
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;5
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 5;3
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;3
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 5;14
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 5;1
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 5;2
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;24
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;10
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 6;1
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;1
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;7
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;15
01/07/2026;13/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;20
01/07/2026;13/07/2026;ALARES TECNICOS;ALARES TECNICOS;Sem.Info;Sem.Info;WIFI 6;1
01/07/2026;13/07/2026;ALARES TECNICOS;ALARES TECNICOS;PB;voluntaria;IPTV;1
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 5;3
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 6;2
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;3
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;6
01/07/2026;13/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;2
01/07/2026;13/07/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 5;1
01/07/2026;13/07/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 6;2
01/07/2026;13/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;OUTROS;1
01/07/2026;13/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;12
01/07/2026;13/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;17
01/07/2026;13/07/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 5;1
01/07/2026;13/07/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 6;2
01/07/2026;13/07/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;voluntaria;OUTROS;1
01/07/2026;13/07/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;voluntaria;WIFI 5;4
01/07/2026;13/07/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;voluntaria;WIFI 6;6
01/07/2026;13/07/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/07/2026;13/07/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 6;1
01/07/2026;13/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;OUTROS;2
01/07/2026;13/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;8
01/07/2026;13/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 6;3
01/07/2026;13/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;1
01/07/2026;13/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;16
01/07/2026;13/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;5
01/07/2026;13/07/2026;LVMOTOBOY;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;13/07/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;6
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;5
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;17
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;6
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;60
01/07/2026;13/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;75
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;OUTROS;1
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 6;1
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;IPTV;4
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;OUTROS;12
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 5;30
01/07/2026;13/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 6;33
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;2
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;IPTV;6
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 5;11
01/07/2026;13/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 6;16
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;OUTROS;3
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;OUTROS;3
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;13
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 5;11
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 6;6
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;7
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;OUTROS;2
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;OUTROS;3
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 5;25
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;31
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 6;12
01/07/2026;13/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 6;8
01/07/2026;13/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;OUTROS;1
01/07/2026;13/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;WIFI 5;2
01/07/2026;13/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;involuntaria;WIFI 6;3
01/07/2026;13/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;voluntaria;WIFI 5;10
01/07/2026;13/07/2026;TERCEIROS INSTALACAO;TERCEIROS INSTALACAO;SP;voluntaria;WIFI 6;8
01/07/2026;12/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;1
01/07/2026;12/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/07/2026;12/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;OUTROS;1
01/07/2026;12/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;16
01/07/2026;12/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;2
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;OUTROS;3
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;5
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 5;1
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;OUTROS;1
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;OUTROS;6
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;25
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 5;8
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 6;6
01/07/2026;12/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 6;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;IPTV;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;IPTV;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;4
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 5;1
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;11
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 5;12
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;18
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;1
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;6
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 6;2
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;12
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;3
01/07/2026;11/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 6;1
01/07/2026;11/07/2026;ALARES TECNICOS;ALARES TECNICOS;SP;voluntaria;WIFI 6;1
01/07/2026;11/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 5;2
01/07/2026;11/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;4
01/07/2026;11/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;5
01/07/2026;11/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;2
01/07/2026;11/07/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 5;4
01/07/2026;11/07/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 6;4
01/07/2026;11/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/07/2026;11/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;30
01/07/2026;11/07/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;40
01/07/2026;11/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;1
01/07/2026;11/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;9
01/07/2026;11/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;29
01/07/2026;11/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;38
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;8
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;2
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;28
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 5;3
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 6;1
01/07/2026;11/07/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 6;9
01/07/2026;10/07/2026;ABL;TERCEIROS COLETA;CE;involuntaria;WIFI 5;4
01/07/2026;10/07/2026;ABL;TERCEIROS COLETA;CE;involuntaria;WIFI 6;4
01/07/2026;10/07/2026;ABL;TERCEIROS COLETA;CE;voluntaria;WIFI 5;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;WIFI 5;4
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;OUTROS;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;RN;involuntaria;WIFI 5;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;WIFI 6;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;RN;involuntaria;WIFI 6;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;IPTV;5
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;OUTROS;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;OUTROS;2
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;11
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;3
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 5;6
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;35
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;2
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 5;12
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;14
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 6;1
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 6;2
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;11
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;7
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;4
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 6;2
01/07/2026;10/07/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;22
01/07/2026;10/07/2026;ALARES TECNICOS;ALARES TECNICOS;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;10/07/2026;ALARES TECNICOS;ALARES TECNICOS;RN;voluntaria;OUTROS;1
01/07/2026;10/07/2026;ALARES TECNICOS;ALARES TECNICOS;RN;voluntaria;WIFI 6;1
01/07/2026;10/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 5;1
01/07/2026;10/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;6
01/07/2026;10/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;18
01/07/2026;10/07/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;3
01/07/2026;10/07/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;8
01/07/2026;10/07/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/07/2026;10/07/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;OUTROS;5
01/07/2026;10/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;OUTROS;8
01/07/2026;10/07/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;1
01/07/2026;10/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;OUTROS;3
01/07/2026;10/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;12
01/07/2026;10/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;7
01/07/2026;10/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;6
01/07/2026;10/07/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;5
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;12
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;7
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;28
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;3
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;43
01/07/2026;10/07/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;43
01/07/2026;10/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;OUTROS;5
01/07/2026;10/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 5;9
01/07/2026;10/07/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 6;10
01/07/2026;10/07/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;IPTV;2
